Date,Close,High,Low,Open,Volume,ticker
2026-04-27,510.0,515.0,505.0,510.0,1014700,WINS.JK
2026-04-28,520.0,525.0,510.0,510.0,800400,WINS.JK
2026-04-29,525.85302734375,540.3260620020226,501.7313130068699,506.5556679865349,10439677,WINS.JK
2026-04-30,549.9747314453125,559.6234417563173,535.5016962595288,535.5016962595288,6144597,WINS.JK
2026-05-01,559.932373046875,559.932373046875,559.932373046875,559.932373046875,0,WINS.JK
2026-05-04,550.1090087890625,569.7557656174135,535.3739259674018,559.9323568024432,4578388,WINS.JK
2026-05-05,555.0206909179688,555.0206909179688,535.3739338021054,550.1090168394005,2963459,WINS.JK
2026-05-06,555.0206909179688,559.932364996537,545.1973427608323,555.0206909179688,978692,WINS.JK
2026-05-07,569.7557983398438,569.7557983398438,540.2856310039805,540.2856310039805,2953014,WINS.JK
2026-05-08,564.8441162109375,569.7557904315422,550.1090327475312,569.7557904315422,2691785,WINS.JK
2026-05-11,559.932373046875,564.8441079976513,545.19735059932,564.8441079976513,3156439,WINS.JK
2026-05-12,555.0206909179688,559.932364996537,550.1090168394005,559.932364996537,2909307,WINS.JK
2026-05-13,550.1090087890625,555.0206827957529,545.1973347823721,550.1090087890625,3785070,WINS.JK
2026-05-14,550.1090087890625,550.1090087890625,550.1090087890625,550.1090087890625,0,WINS.JK
2026-05-15,550.1090087890625,550.1090087890625,550.1090087890625,550.1090087890625,0,WINS.JK
2026-05-18,525.5505981445312,550.1090299230543,515.7271889521669,545.1973557276681,2590783,WINS.JK
2026-05-19,510.81549072265625,530.4622473814034,496.0804384289932,520.6388994528243,1589374,WINS.JK
2026-05-20,500.99212646484375,515.7271791723759,487.2394146579198,491.1687478595572,1007594,WINS.JK
2026-05-21,496.0804443359375,505.90382278228026,496.0804443359375,500.9921183587115,1268112,WINS.JK
2026-05-22,496.0804443359375,500.9921183587115,489.2040885437361,496.0804443359375,781757,WINS.JK
2026-05-25,520.638916015625,525.550590136167,496.08045421052907,500.99212833107094,1292045,WINS.JK
2026-05-26,500.0,530.0,498.0,525.0,1745600,WINS.JK
2026-05-27,500.0,500.0,500.0,500.0,0,WINS.JK
2026-05-28,500.0,500.0,500.0,500.0,0,WINS.JK
2026-05-29,510.0,515.0,500.0,510.0,967600,WINS.JK
2026-06-02,525.0,525.0,505.0,510.0,685200,WINS.JK
2026-06-03,490.0,535.0,480.0,530.0,1605300,WINS.JK
2026-06-04,474.0,490.0,450.0,490.0,3919800,WINS.JK
2026-06-05,486.0,490.0,462.0,476.0,1416900,WINS.JK
2026-06-08,474.0,486.0,460.0,486.0,989400,WINS.JK
