Date,Close,High,Low,Open,Volume,ticker
2026-04-27,1330.0,1345.0,1280.0,1285.0,21316800,MAPI.JK
2026-04-28,1290.0,1335.0,1275.0,1330.0,17445300,MAPI.JK
2026-04-29,1290.0,1305.0,1265.0,1290.0,14964000,MAPI.JK
2026-04-30,1215.0,1305.0,1215.0,1290.0,17054200,MAPI.JK
2026-05-04,1295.0,1305.0,1225.0,1225.0,9878200,MAPI.JK
2026-05-05,1215.0,1290.0,1215.0,1290.0,22420900,MAPI.JK
2026-05-06,1235.0,1250.0,1225.0,1240.0,6388600,MAPI.JK
2026-05-07,1295.0,1300.0,1250.0,1255.0,10109000,MAPI.JK
2026-05-08,1455.0,1455.0,1305.0,1320.0,115845600,MAPI.JK
2026-05-11,1505.0,1515.0,1480.0,1490.0,155451500,MAPI.JK
2026-05-12,1495.0,1520.0,1490.0,1505.0,43692000,MAPI.JK
2026-05-13,1475.0,1500.0,1470.0,1495.0,74393000,MAPI.JK
2026-05-14,1475.0,1475.0,1475.0,1475.0,0,MAPI.JK
2026-05-15,1475.0,1475.0,1475.0,1475.0,0,MAPI.JK
2026-05-18,1485.0,1495.0,1470.0,1475.0,68451000,MAPI.JK
2026-05-19,1480.0,1505.0,1475.0,1485.0,96220600,MAPI.JK
2026-05-20,1480.0,1485.0,1475.0,1480.0,51184100,MAPI.JK
2026-05-21,1485.0,1495.0,1480.0,1480.0,31718500,MAPI.JK
2026-05-22,1505.0,1505.0,1485.0,1495.0,20573200,MAPI.JK
2026-05-25,1495.0,1505.0,1495.0,1500.0,30718900,MAPI.JK
2026-05-26,1500.0,1505.0,1495.0,1495.0,24203700,MAPI.JK
