Date,Close,High,Low,Open,Volume,ticker
2026-04-27,1180.0,1195.0,1170.0,1175.0,3309300,GJTL.JK
2026-04-28,1195.0,1200.0,1175.0,1180.0,16315900,GJTL.JK
2026-04-29,1220.0,1230.0,1195.0,1195.0,6592200,GJTL.JK
2026-04-30,1195.0,1225.0,1185.0,1220.0,5253100,GJTL.JK
2026-05-04,1200.0,1205.0,1175.0,1200.0,6302700,GJTL.JK
2026-05-05,1106.4912109375,1120.4385791425946,1101.8420882024686,1115.7894564075632,3073400,GJTL.JK
2026-05-06,1097.1929931640625,1125.0877302784031,1092.5438703116724,1125.0877302784031,3225600,GJTL.JK
2026-05-07,1111.140380859375,1125.087749656773,1097.193012061977,1097.193012061977,3454200,GJTL.JK
2026-05-08,1101.8421630859375,1115.789532238924,1097.193040034942,1111.1404091879283,2166400,GJTL.JK
2026-05-11,1152.9825439453125,1157.6316671063823,1092.543942851405,1106.4913123346143,14088300,GJTL.JK
2026-05-12,1120.4385986328125,1148.3333355282352,1115.7894758169086,1120.4385986328125,8526800,GJTL.JK
2026-05-13,1143.6842041015625,1176.2280635678671,1111.140344635258,1115.7894674161587,9956800,GJTL.JK
2026-05-14,1143.6842041015625,1143.6842041015625,1143.6842041015625,1143.6842041015625,0,GJTL.JK
2026-05-15,1143.6842041015625,1143.6842041015625,1143.6842041015625,1143.6842041015625,0,GJTL.JK
2026-05-18,1115.78955078125,1152.9825358072917,1083.2456888834636,1148.3334126790364,9352400,GJTL.JK
2026-05-19,1092.5439453125,1139.0351770279256,1092.5439453125,1129.7369306848404,6702500,GJTL.JK
2026-05-20,1087.894775390625,1115.7895132211538,1060.0000375600962,1073.9474064753606,7841700,GJTL.JK
2026-05-21,1083.24560546875,1101.8420965497585,1083.24560546875,1087.8947282390022,4918200,GJTL.JK
2026-05-22,1101.8421630859375,1106.491286136933,1064.6491786779734,1083.2456708819554,4673300,GJTL.JK
2026-05-25,1115.78955078125,1125.0877970377603,1101.8421813964844,1106.4913045247395,4658100,GJTL.JK
2026-05-26,1111.140380859375,1125.087749656773,1106.4912579269092,1125.087749656773,3172800,GJTL.JK
2026-05-27,1111.140380859375,1111.140380859375,1111.140380859375,1111.140380859375,0,GJTL.JK
2026-05-28,1111.140380859375,1111.140380859375,1111.140380859375,1111.140380859375,0,GJTL.JK
2026-05-29,1129.7369384765625,1134.3860616801699,1111.1404456621335,1134.3860616801699,5474300,GJTL.JK
2026-06-02,1120.4385986328125,1148.3333355282352,1115.7894758169086,1134.3859670805239,6514100,GJTL.JK
2026-06-03,1092.5439453125,1134.386053856383,1083.245698969415,1134.386053856383,10365100,GJTL.JK
2026-06-04,1060.0,1106.4912280701753,1036.7543859649122,1106.4912280701753,8953900,GJTL.JK
2026-06-05,1050.0,1095.0,1045.0,1085.0,9281100,GJTL.JK
2026-06-08,1010.0,1050.0,990.0,1045.0,7439600,GJTL.JK
2026-06-09,1050.0,1065.0,1010.0,1010.0,3786000,GJTL.JK
2026-06-10,1070.0,1085.0,1050.0,1055.0,3090000,GJTL.JK
2026-06-11,1075.0,1090.0,1065.0,1075.0,1737300,GJTL.JK
2026-06-12,1100.0,1110.0,1075.0,1075.0,2252900,GJTL.JK
2026-06-15,1155.0,1180.0,1100.0,1100.0,7455200,GJTL.JK
2026-06-17,1190.0,1220.0,1165.0,1175.0,9924900,GJTL.JK
2026-06-18,1180.0,1210.0,1170.0,1190.0,3299600,GJTL.JK
