Date,Open,High,Low,Close,Volume,ticker
2021-05-10,7570.89832394622,7705.29296875,7548.499216478925,7705.29296875,3839900,ICBP.JK
2021-05-11,7705.293026026393,7705.293026026393,7615.696595491203,7638.095703125,2161700,ICBP.JK
2021-05-17,7660.494859730114,7682.893967507102,7346.907350852272,7391.70556640625,9477500,ICBP.JK
2021-05-18,7391.705204607493,7526.099844691265,7391.705204607493,7436.50341796875,3770500,ICBP.JK
2021-05-19,7436.503599414653,7481.301813868958,7391.705384960347,7414.1044921875,4186400,ICBP.JK
2021-05-20,7436.503364039179,7570.898003148321,7414.1042575209885,7503.70068359375,4715400,ICBP.JK
2021-05-21,7526.099662162162,7548.49876829955,7436.503237612613,7458.90234375,2032000,ICBP.JK
2021-05-24,7481.301870950839,7481.301870950839,7346.9072265625,7346.9072265625,3906400,ICBP.JK
2021-05-25,7346.90642918578,7369.30553415281,7257.310009317661,7324.50732421875,8978000,ICBP.JK
2021-05-27,7346.907170506042,7414.1044921875,7302.108956051737,7414.1044921875,11260600,ICBP.JK
2021-05-28,7414.104109074519,7436.503215144231,7212.512154447116,7279.70947265625,7763900,ICBP.JK
2021-05-31,7302.109011766387,7369.306333960557,7234.911689572218,7346.9072265625,4574100,ICBP.JK
2021-06-02,7391.705259189779,7503.700793419927,7346.90704549772,7369.30615234375,5611200,ICBP.JK
2021-06-03,7391.705238079203,7794.88916015625,7391.705238079203,7794.88916015625,10251900,ICBP.JK
2021-06-04,7772.489906446468,7772.489906446468,7548.498842860115,7570.89794921875,9862700,ICBP.JK
2021-06-07,7615.695903115644,7638.095008713042,7458.902163933851,7481.30126953125,3596700,ICBP.JK
2021-06-08,7481.301058987959,7503.700163954989,7279.70911428469,7324.50732421875,8321100,ICBP.JK
2021-06-09,7324.50750395418,7391.704820504218,7279.709292920821,7302.1083984375,4260000,ICBP.JK
2021-06-10,7324.50750395418,7369.3057149875385,7302.1083984375,7302.1083984375,2264700,ICBP.JK
2021-06-11,7324.50732421875,7369.30553415281,7302.108219251721,7324.50732421875,2528900,ICBP.JK
2021-06-14,7324.50750395418,7391.704820504218,7302.1083984375,7302.1083984375,2865900,ICBP.JK
2021-06-15,7324.50750395418,7346.90660947086,7279.709292920821,7302.1083984375,4067700,ICBP.JK
2021-06-16,7324.50732421875,7458.901954020929,7302.108219251721,7324.50732421875,4552800,ICBP.JK
2021-06-17,7324.507684795673,7391.705003004808,7279.70947265625,7279.70947265625,4122100,ICBP.JK
2021-06-18,7279.710260206653,7302.109368699596,6943.7236328125,6943.7236328125,22478200,ICBP.JK
2021-06-21,6921.324229532236,7167.714412460568,6831.727799376479,7100.51708984375,8643800,ICBP.JK
2021-06-22,7145.315372064247,7302.109126310171,7122.916264314829,7212.5126953125,4253300,ICBP.JK
2021-06-23,7302.108686201998,7302.108686201998,7122.915835006857,7145.31494140625,3698700,ICBP.JK
2021-06-24,7167.714174454829,7279.709708430685,7055.718640478972,7190.11328125,5529100,ICBP.JK
2021-06-25,7190.11328125,7257.310601635514,7167.714174454829,7190.11328125,3121500,ICBP.JK
2021-06-28,7190.113154205035,7257.310473403213,7078.117622208072,7145.31494140625,3796900,ICBP.JK
2021-06-29,7212.512704190341,7436.503781960228,7167.714488636364,7391.70556640625,9487400,ICBP.JK
2021-06-30,7391.704820504218,7481.301242570936,7302.1083984375,7302.1083984375,5574700,ICBP.JK
2021-07-01,7548.498968864889,7794.889142922794,7481.30164866728,7615.6962890625,17723600,ICBP.JK
2021-07-02,7615.695851492953,7682.893167829655,7481.301218819547,7548.49853515625,10481800,ICBP.JK
2021-07-05,7548.499007111986,7548.499007111986,7346.90704549772,7369.30615234375,3802800,ICBP.JK
2021-07-06,7414.104560488747,7526.10009765625,7369.306345621745,7526.10009765625,2930700,ICBP.JK
2021-07-07,7481.301523784208,7615.69616193602,7458.902417425573,7570.89794921875,4513900,ICBP.JK
2021-07-08,7593.296875,7660.494192477876,7548.498663348082,7593.296875,3402100,ICBP.JK
2021-07-09,7526.100466008772,7705.293334247076,7503.7013574789835,7660.4951171875,6327200,ICBP.JK
2021-07-12,7660.493642661118,7974.081101717422,7615.6954342245035,7906.8837890625,12916200,ICBP.JK
2021-07-13,7906.8843537229395,8086.077200266235,7817.287930451292,8018.8798828125,16894100,ICBP.JK
2021-07-14,8018.8802279768315,8018.8802279768315,7705.292733028017,7794.88916015625,7941000,ICBP.JK
2021-07-15,7772.490234375,7884.485770893371,7705.292912463977,7772.490234375,2707700,ICBP.JK
2021-07-16,7772.490968932216,7817.289187773324,7570.89898414723,7682.89453125,5375000,ICBP.JK
2021-07-19,7682.89360926011,7682.89360926011,7548.498968864889,7615.6962890625,3177400,ICBP.JK
2021-07-21,7548.498968864889,7727.691822725184,7548.498968864889,7615.6962890625,4519000,ICBP.JK
2021-07-22,7682.892746879425,7929.282893280807,7638.094538442811,7906.8837890625,4700400,ICBP.JK
2021-07-23,7906.884067072345,7906.884067072345,7660.493912007767,7750.09033203125,4113700,ICBP.JK
2021-07-26,7794.889466556232,7884.485897206304,7705.29303590616,7817.28857421875,3926200,ICBP.JK
2021-07-27,7839.687356387867,7862.086463120404,7570.898075597426,7615.6962890625,3332900,ICBP.JK
2021-07-28,7615.6962890625,7660.494502527573,7526.099862132352,7615.6962890625,2409400,ICBP.JK
2021-07-29,7615.695903115644,7615.695903115644,7481.30126953125,7481.30126953125,4082900,ICBP.JK
2021-07-30,7458.902321213943,7481.3014272836535,7279.70947265625,7279.70947265625,7765100,ICBP.JK
2021-08-02,7279.70947265625,7391.705003004808,7234.911260516827,7279.70947265625,5251600,ICBP.JK
2021-08-03,7302.108831805661,7436.503472881838,7279.709724959631,7369.30615234375,3370400,ICBP.JK
2021-08-04,7391.70463911984,7414.1037440868695,7302.108219251721,7324.50732421875,2039900,ICBP.JK
2021-08-05,7324.50750395418,7346.90660947086,7279.709292920821,7302.1083984375,4600500,ICBP.JK
2021-08-06,7324.5080632788895,7458.902706641805,7302.108956051737,7414.1044921875,2308400,ICBP.JK
2021-08-09,7458.902137054257,7481.301242570936,7257.310187404141,7302.1083984375,2627400,ICBP.JK
2021-08-10,7346.9073418090065,7346.9073418090065,7122.916264314829,7212.5126953125,6585900,ICBP.JK
2021-08-12,7279.709835465847,7369.306264210042,7212.512513907701,7234.91162109375,3115600,ICBP.JK
2021-08-13,7234.911689572218,7391.705441358613,7234.911689572218,7346.9072265625,2441900,ICBP.JK
2021-08-16,7346.907350852272,7391.70556640625,7302.109135298296,7391.70556640625,1827100,ICBP.JK
2021-08-18,7391.704847141655,7503.700375128649,7391.704847141655,7481.30126953125,4277300,ICBP.JK
2021-08-19,7481.301242570936,7503.700348087616,7302.1083984375,7302.1083984375,4775800,ICBP.JK
2021-08-20,7302.1083984375,7346.90660947086,7257.310187404141,7302.1083984375,2045300,ICBP.JK
2021-08-23,7391.705259189779,7391.705259189779,7324.507938651691,7369.30615234375,1949700,ICBP.JK
2021-08-24,7369.306333960557,7414.10454875667,7279.709904368331,7346.9072265625,5218600,ICBP.JK
2021-08-25,7436.503472881838,7436.503472881838,7234.911511267572,7369.30615234375,7193700,ICBP.JK
2021-08-26,7369.30615234375,7391.705259189779,7279.709724959631,7369.30615234375,3990200,ICBP.JK
2021-08-27,7369.306097926864,7436.50341796875,7279.709671204349,7436.50341796875,7356500,ICBP.JK
2021-08-30,7481.301894077034,7750.091183684593,7458.9027866097385,7705.29296875,11729900,ICBP.JK
2021-08-31,7705.292273275222,7727.69137872079,7548.49853515625,7548.49853515625,5271700,ICBP.JK
2021-09-01,7615.696527390253,7615.696527390253,7458.902775355748,7526.10009765625,3241900,ICBP.JK
2021-09-02,7548.498842860115,7570.89794921875,7458.902417425573,7570.89794921875,1920100,ICBP.JK
2021-09-03,7570.897769174041,7615.695980825958,7548.498663348082,7593.296875,3556700,ICBP.JK
2021-09-06,7615.696595491203,7660.494810758798,7615.696595491203,7638.095703125,4167800,ICBP.JK
2021-09-07,7651.881889547015,7743.79638671875,7651.881889547015,7743.79638671875,2986500,ICBP.JK
2021-09-08,7766.775011011684,7766.775011011684,7674.860513839948,7743.79638671875,6423000,ICBP.JK
2021-09-09,7743.797404806635,7835.7119140625,7697.840150178703,7835.7119140625,3731500,ICBP.JK
2021-09-10,7835.711536362592,7835.711536362592,7766.775657743567,7812.73291015625,1793900,ICBP.JK
2021-09-13,7720.817762425816,7789.753635304618,7697.839138132882,7743.79638671875,2351900,ICBP.JK
2021-09-14,7743.79676520895,7789.754016041051,7720.818139792899,7766.775390625,1167000,ICBP.JK
2021-09-15,7766.775230293843,7766.775230293843,7674.8607305270525,7697.83935546875,5544500,ICBP.JK
2021-09-16,7697.839526144567,7720.818151595745,7514.010522535144,7559.9677734375,6857300,ICBP.JK
2021-09-17,7559.967613173409,7559.967613173409,7491.03173828125,7491.03173828125,4816000,ICBP.JK
2021-09-20,7582.946349158654,7582.946349158654,7422.095972055289,7468.05322265625,4134700,ICBP.JK
2021-09-21,7445.074801157756,7697.839686382247,7445.074801157756,7628.90380859375,3757800,ICBP.JK
2021-09-22,7628.903760956555,7651.882386742569,7536.9892578125,7536.9892578125,1639100,ICBP.JK
2021-09-23,7605.925403941762,7628.904030539773,7536.989524147728,7582.94677734375,1829100,ICBP.JK
2021-09-24,7582.9465567347515,7628.90380859375,7514.010678946253,7628.90380859375,2634400,ICBP.JK
2021-09-27,7628.9035893057635,7674.86083984375,7536.9890882297905,7674.86083984375,5104700,ICBP.JK
2021-09-28,7674.860900693389,7674.860900693389,7514.010522535144,7559.9677734375,4369400,ICBP.JK
2021-09-29,7559.9677734375,7559.9677734375,7491.031897083966,7559.9677734375,2750800,ICBP.JK
2021-09-30,7559.967713498783,7720.8180903817365,7559.967713498783,7674.86083984375,5656600,ICBP.JK
2021-10-01,7674.860949817004,7720.818201013513,7559.967821825732,7651.88232421875,4065700,ICBP.JK
